wavelength_nm,measured_rp,measured_rs,source_simulated_rp,source_simulated_rs,si_lossless_fixed_n3p5__none__semi_infinite_substrate_rp,si_lossless_fixed_n3p5__none__semi_infinite_substrate_rs,si_lossless_fixed_n3p5__none__incoherent_air_backside_upper_bound_rp,si_lossless_fixed_n3p5__none__incoherent_air_backside_upper_bound_rs,si_lossless_fixed_n3p5__sio2_2nm_between_tin_and_si__semi_infinite_substrate_rp,si_lossless_fixed_n3p5__sio2_2nm_between_tin_and_si__semi_infinite_substrate_rs,si_lossless_fixed_n3p5__sio2_2nm_between_tin_and_si__incoherent_air_backside_upper_bound_rp,si_lossless_fixed_n3p5__sio2_2nm_between_tin_and_si__incoherent_air_backside_upper_bound_rs,si_weak_absorbing_fixed_n3p7_k0p02__none__semi_infinite_substrate_rp,si_weak_absorbing_fixed_n3p7_k0p02__none__semi_infinite_substrate_rs,si_weak_absorbing_fixed_n3p7_k0p02__none__incoherent_air_backside_upper_bound_rp,si_weak_absorbing_fixed_n3p7_k0p02__none__incoherent_air_backside_upper_bound_rs,si_weak_absorbing_fixed_n3p7_k0p02__sio2_2nm_between_tin_and_si__semi_infinite_substrate_rp,si_weak_absorbing_fixed_n3p7_k0p02__sio2_2nm_between_tin_and_si__semi_infinite_substrate_rs,si_weak_absorbing_fixed_n3p7_k0p02__sio2_2nm_between_tin_and_si__incoherent_air_backside_upper_bound_rp,si_weak_absorbing_fixed_n3p7_k0p02__sio2_2nm_between_tin_and_si__incoherent_air_backside_upper_bound_rs,si_synthetic_blue_absorbing_dispersion__none__semi_infinite_substrate_rp,si_synthetic_blue_absorbing_dispersion__none__semi_infinite_substrate_rs,si_synthetic_blue_absorbing_dispersion__none__incoherent_air_backside_upper_bound_rp,si_synthetic_blue_absorbing_dispersion__none__incoherent_air_backside_upper_bound_rs,si_synthetic_blue_absorbing_dispersion__sio2_2nm_between_tin_and_si__semi_infinite_substrate_rp,si_synthetic_blue_absorbing_dispersion__sio2_2nm_between_tin_and_si__semi_infinite_substrate_rs,si_synthetic_blue_absorbing_dispersion__sio2_2nm_between_tin_and_si__incoherent_air_backside_upper_bound_rp,si_synthetic_blue_absorbing_dispersion__sio2_2nm_between_tin_and_si__incoherent_air_backside_upper_bound_rs
400.0,0.00296067,0.111236,0.00187336,0.0990484,8.671436012713262e-05,0.09464996652767642,0.0002566965933138265,0.09480878704833182,7.361282036216284e-05,0.09419919254463455,0.00024007670813047774,0.09435174507937594,8.544375666468279e-05,0.09435587101926349,0.0002617916439310899,0.0945199662987039,7.1539847643366e-05,0.09388763253123904,0.00024397406542082516,0.0940448539412882,8.714689563534097e-05,0.09238321272189594,0.0002765447074389565,0.0925538631427795,6.8538718341564e-05,0.09184137391225788,0.00025187033977839006,0.09200222838082796
410.0,0.0108076,0.149678,0.000704476,0.0986437,0.005338223708917569,0.1234773884038738,0.005516131543450339,0.12363979495292284,0.005337289561706856,0.12288252717263384,0.005511556372380696,0.12303854317717484,0.0054308514932509344,0.12370482652095424,0.005614966801387781,0.12387206275069776,0.005428216691779523,0.12306985093687418,0.005608300662698606,0.12323012132198874,0.005999647884136272,0.12475503388117638,0.0061950588695592786,0.12492653999936254,0.005980612731676797,0.12387716779640087,0.006170037959256474,0.12403918072292626
420.0,0.020179,0.190363,0.00633632,0.129561,0.017295382800506808,0.17758707043737404,0.01746450599993239,0.1777328258648013,0.01743259191439122,0.17767405153920787,0.017598165642402058,0.1778137085522602,0.0174108598777113,0.17810195189580064,0.017585471892348787,0.1782516607472321,0.01755522933872123,0.17817822574099285,0.01772592988866459,0.17832132506310489,0.01814714139731769,0.18089942653581106,0.018330519767675656,0.18105161365571276,0.018323639548934286,0.1808800172329978,0.01850145061242389,0.18102356680639073
430.0,0.0287886,0.226526,0.0173308,0.180468,0.034817569285675365,0.24422833162411636,0.03496632293302105,0.2443475144367766,0.0350552140019546,0.24491471169113696,0.03520069898359131,0.24502848718722597,0.03482430876412812,0.24453442360801433,0.03497758253896532,0.24465670888051902,0.035077590403842146,0.24524764978971633,0.03522727674147962,0.24536409417715738,0.034994135722697634,0.24634691635506603,0.035153832439434166,0.24647112236403076,0.035326715975794475,0.24716591876430916,0.035481492024239975,0.24728270277996606
440.0,0.0403766,0.267397,0.0357501,0.249383,0.05821088132984486,0.3162057813897949,0.058333550539411964,0.31629674589744666,0.058417077508579836,0.31695033334902634,0.05853690591617038,0.31703687276544795,0.058060581558359275,0.3161135223360968,0.05818676952038188,0.31620686062092535,0.05828311247103168,0.3169002083075208,0.058406192853711646,0.31698877260781855,0.05744023528168525,0.3159759088521468,0.05757099834435084,0.3160711612999766,0.05774692231693603,0.3169538543876354,0.057873554625222284,0.31704313864437733
450.0,0.0602698,0.3232,0.0629411,0.329151,0.08703558471034742,0.386035473170807,0.08713169557773821,0.38610195143879367,0.0871141530387701,0.38647083838811613,0.08720791144308496,0.3865338959582,0.0867814067597434,0.38567027486037225,0.08688013450138495,0.38573851977061174,0.08687002352420455,0.38614080798615463,0.08696618509380276,0.3862053637764531,0.085688823132792,0.38426394128157615,0.08579074967956948,0.3843340162353215,0.08583147773316381,0.3848978852754126,0.08593008620074305,0.38496340276404156
460.0,0.090021,0.388289,0.0972131,0.406346,0.1192324633357471,0.44626880922582024,0.11930519284228311,0.4463167678514,0.11917140711067482,0.44634290683529526,0.11924224677577641,0.4463882695788161,0.11896189783374465,0.44583023770359104,0.11903651266297317,0.4458794892967405,0.1189024761767651,0.4459237644755663,0.11897503469736144,0.44597021737497733,0.11784355153681243,0.4441392649845022,0.11792037941737787,0.44419008836867896,0.1178001509802776,0.44432663057179334,0.11787438674292301,0.4443740388786636
470.0,0.126352,0.448903,0.134658,0.470015,0.15178193534716894,0.49212614562352364,0.15183611868018093,0.49216131865428564,0.15162342334828585,0.49194504633586583,0.15167610409908935,0.49197821701217365,0.15155769476697048,0.4917426819559478,0.1516132190185793,0.4917788082317345,0.15139404489015656,0.4915665570131339,0.1514479379684126,0.4916005256044415,0.15068903653082416,0.4903394194104871,0.1507461012628687,0.4903768129479048,0.1505137722728316,0.49019622462326895,0.15056882900130003,0.4902310220013388
480.0,0.165252,0.496624,0.171032,0.51562,0.1817561871630322,0.5219473325084208,0.18179669713095756,0.5219741523497553,0.18155161009528456,0.5216315852374337,0.18159091667570398,0.5216567986590032,0.18160168924938752,0.5216665688522559,0.18164316035157135,0.5216941140434229,0.1813879619072192,0.5213457170357128,0.18142812926076854,0.5213715322363655,0.1810508025467722,0.5207160915948004,0.18109337614114668,0.5207446473978589,0.18081188794089292,0.5203896967744195,0.18085289171009064,0.5204162026192396
490.0,0.199141,0.524665,0.203003,0.543043,0.20697703887303148,0.5358897695697764,0.2070079237494645,0.5359113261847686,0.20676356516877006,0.5355234775236307,0.20679346648848784,0.5355436776081044,0.20688924981740728,0.535714204026143,0.20692084153967114,0.5357363399080637,0.20666486420632968,0.5353365967004423,0.2066953920866401,0.5353572724936237,0.20660687593415253,0.535177550760429,0.2066392935933017,0.5352005133432849,0.20635401512291437,0.53477477242013,0.2063851780083398,0.5347960321567721
500.0,0.226261,0.535996,0.228555,0.553706,0.22622243446462986,0.5345731685315508,0.2262467002712696,0.5345915465622285,0.22602005246141407,0.5342042543724819,0.22604349159897802,0.5342214214311604,0.2261878952596948,0.5344889716085461,0.22621270099890442,0.5345078389882255,0.2259742030799648,0.5341051230587592,0.22599811575338521,0.53412268753926,0.2260917477059937,0.5342653127633025,0.2261172065963442,0.534284887683266,0.22585190554721013,0.5338489899956801,0.22587633147949618,0.533867069892214
510.0,0.244759,0.532799,0.246904,0.548917,0.23918755153724183,0.518326043820212,0.23920728586950843,0.5183426731520102,0.23900427446944358,0.5179791300612318,0.2390232927019889,0.5179946172764183,0.23919185333213516,0.5183168719159073,0.23921201845691045,0.5183339388021424,0.23899754373536033,0.5179529887969152,0.23901693584024608,0.5179688271764867,0.2391891999666564,0.5182712057957098,0.2392098672151523,0.5182888797520806,0.2389702066350095,0.5178708100107708,0.23898998598506244,0.5178870824424524
520.0,0.255682,0.50885,0.258248,0.529299,0.24635257070389682,0.48699197893575474,0.24636916774599485,0.4870078897634872,0.24618994321605137,0.48667939078610406,0.24620590234022907,0.4866941683538054,0.24638382943200712,0.48704335631839935,0.24640078543436394,0.48705967929377153,0.2462107205395385,0.48671276140115216,0.24622698815070643,0.4867278655775375,0.2464410448296833,0.4871312728194365,0.2464584070587859,0.48714814060082456,0.2462453312218249,0.4867627835227473,0.24626190750165405,0.48677826874022173
530.0,0.259595,0.470477,0.263505,0.494808,0.24882559943056304,0.4402003524636476,0.2488399676045754,0.44021632781963704,0.24868223860811317,0.43992877770173194,0.24869602542350394,0.43994357901649356,0.24887489802202656,0.44029959024925225,0.24888957726523683,0.44031597099026776,0.24872167926946645,0.4400097172086309,0.2487357311075723,0.44002483541106996,0.24896794433802483,0.4404840290491579,0.248982967906364,0.4405009166392308,0.24879430328396598,0.44015673863859683,0.24880861425379971,0.4401722021425402
540.0,0.258204,0.418806,0.264099,0.445171,0.2481816362663587,0.3781915186140468,0.2481943542593496,0.37820815239387784,0.24805505841046596,0.37796494172684075,0.24806723804023723,0.37798032029500106,0.24824249830181322,0.37832569978577985,0.24825549484037981,0.37834274498508985,0.24810666759974673,0.3780812505349994,0.24811908285957912,0.3780969459895274,0.2483547707527215,0.37857245652776017,0.24836807081671128,0.378589985085382,0.24820059237496583,0.37829267445631715,0.24821323522420546,0.378308689149862
550.0,0.25549,0.353276,0.261785,0.380817,0.24628989900628498,0.3034329898186375,0.24630132379176942,0.30345064656683585,0.2461773614234152,0.3032524809567768,0.24618828323652253,0.30326877572783767,0.24635769482090808,0.3035863974447253,0.24636937544268012,0.30360447891408543,0.24623645277309064,0.30338922534389656,0.24624758986562345,0.3034058422286586,0.2464779702132069,0.303859409724313,0.24648992659710767,0.30387795847117216,0.24634027153904597,0.3036305534195857,0.24635161585426724,0.3036474685355033
560.0,0.252561,0.278235,0.258492,0.304571,0.2451106978094569,0.2230308207451067,0.24512103860520662,0.22304949631438667,0.2450095917454669,0.22289164630978917,0.24501946166319358,0.22290885547393008,0.24518222422890357,0.22318362113360787,0.2451928042649263,0.2232027359665798,0.2450728906671204,0.2230297371740863,0.24508296123636555,0.22304727470762617,0.2453032027939419,0.22344362056720096,0.24531403856528522,0.2234631897882855,0.24517910205404275,0.22326302140446563,0.24518936619156811,0.2232808401953165
570.0,0.250643,0.200405,0.256144,0.22399,0.24645591296167074,0.15074106534779402,0.24646528385528924,0.15076021068366105,0.2463639843283463,0.1506292665133608,0.2463729160454462,0.15064688744072358,0.24652911986910409,0.1508722218471415,0.2465387169664477,0.15089181584132774,0.2464293670321938,0.15074801848381644,0.24643848821516715,0.15076597150465437,0.2466464172271126,0.15108317069495433,0.24665625408626007,0.15110320793019938,0.2465333942527565,0.15093768674065403,0.2465426989208208,0.15095591061180597
580.0,0.252505,0.136062,0.256449,0.153035,0.25173894370650396,0.10533149529315572,0.25174740315079885,0.10534999398088439,0.2516544383125728,0.10522537978646687,0.251662491518869,0.10524238998569647,0.2518127121704057,0.10542740283721412,0.2518213865438281,0.10544634825938125,0.25172071949062025,0.10531074847754474,0.25172895280240726,0.10532808898970844,0.25192406059965594,0.10557085784972436,0.2519329601823129,0.10559023537644288,0.25182012852528635,0.10543740398761488,0.25182853649305814,0.10545501344804747
590.0,0.259059,0.101473,0.260691,0.109882,0.26177149123993826,0.10248981052378427,0.2617790721683104,0.10250632072935405,0.26169322697431496,0.10237037289957229,0.26170043633275963,0.10238554452080373,0.26184539174760374,0.10255269686493321,0.2618531768559173,0.10256963516887968,0.2617599265338279,0.10242346111931626,0.2617673073221929,0.10243895224754843,0.26194991069033036,0.10263794899886293,0.2619579060752635,0.10265530134641264,0.26185370794536916,0.10249439618555628,0.2618612541486821,0.10251015717829028
600.0,0.270893,0.109155,0.26956,0.108786,0.27667038667652605,0.14465093309558028,0.27667711808207907,0.14466447934613197,0.2765977308931548,0.14451367620995625,0.2766041267109467,0.1445261184559002,0.276744405663639,0.14469636261385535,0.2767513302580531,0.14471029899823204,0.27666480632611307,0.14454901923065916,0.27667136483761023,0.14456175754564954,0.2768419379296408,0.1447511956989535,0.27684905645650726,0.14476551108516184,0.2767527152652227,0.1445903393728258,0.2767594285059154,0.14460333864203098
610.0,0.287342,0.158526,0.283101,0.150906,0.2959069568272415,0.21928700985060967,0.2959128767556039,0.21929734811191454,0.29583970986592273,0.21914199080269287,0.29584533050996564,0.21915148367284198,0.2959812318994888,0.21933148577500533,0.2959873334256558,0.21934216033327086,0.2959072925640428,0.2191758299891993,0.29591306671104756,0.21918558290410084,0.2960718224133802,0.21938078964320296,0.29607809980071614,0.21939178846237492,0.29598932208514617,0.2192120065232024,0.2959952384260535,0.2192219937459847
620.0,0.308468,0.237019,0.300772,0.223647,0.3184788416563469,0.3077350188958046,0.31848400225895673,0.3077425211857312,0.3184170631835791,0.3075964824283462,0.3184219599223869,0.30760337006537686,0.31855346088896763,0.3077869993762102,0.31855879087552597,0.30779477734750443,0.3184852536750903,0.3076376829022141,0.31849029417742347,0.30764478738893203,0.318637046164356,0.307841249539782,0.31864253248432534,0.307849286045021,0.31856131137726185,0.30767970042919357,0.3185664798313927,0.30768699878119204
630.0,0.332539,0.326563,0.321611,0.30926,0.3431420706989119,0.3948011553369161,0.34314653721012917,0.39480645627572225,0.34308590351247664,0.3946789757407618,0.3430901395917016,0.3946838420871373,0.3432169681049792,0.3948612529558068,0.34322159137507746,0.39486677175257723,0.34315465941714396,0.39472872672718423,0.3431590290994382,0.3947337668693465,0.34329327799941095,0.39491966563357234,0.3432980372659706,0.394925378754167,0.3432244537971941,0.3947764358399801,0.3432289360051298,0.39478162570062814
640.0,0.357324,0.412299,0.344451,0.393509,0.36863233568635784,0.47215513755452204,0.3686361819113051,0.47215885717399153,0.36858187173382645,0.47205302396837046,0.3685855181539404,0.47205643876767683,0.36870727718968394,0.4722203183812978,0.36871126746999094,0.47222420663827824,0.36865098550163655,0.47210870443253017,0.3686547551982718,0.47211225526707495,0.36877588615769774,0.47227814767335147,0.3687799920774712,0.4722821758514827,0.3687140642752622,0.47215769039785543,0.36871793058309943,0.4721613511938815
650.0,0.383699,0.48812,0.368111,0.468566,0.3938265642830943,0.5369788692404489,0.3938298670388835,0.5369814977260503,0.3937817715387165,0.5368962896529816,0.39378490185020276,0.5368987030467753,0.3939011922926235,0.5370456671057455,0.39390462667498055,0.5370484252584853,0.39385090836810793,0.53695461680258,0.3938541517563052,0.5369571357127682,0.3939616345509702,0.5370986238387534,0.3939651649317438,0.5371014798278029,0.39390676605758995,0.537000599964258,0.3939100903396245,0.5370031969155559
660.0,0.409865,0.552322,0.391544,0.531716,0.41782939967127763,0.5895090256708605,0.41783223386201945,0.5895109127397734,0.41779010411235346,0.5894434874812917,0.417792789814033,0.5894452204990397,0.41790329927868325,0.58957483725373,0.4179062532455193,0.5895768243967655,0.4178588641526639,0.589501873119415,0.4178616531227869,0.5895036881395056,0.4179551797103915,0.5896203590639009,0.4179582113153424,0.589622413192304,0.4179070509879665,0.5895421085543489,0.41790990588714033,0.5895439776336141
670.0,0.433782,0.60274,0.413907,0.583102,0.4399951796139136,0.6312280734446369,0.4399976147249147,0.6312294566039565,0.4399610838651405,0.6311765868537208,0.43996339114257016,0.6311778574690674,0.4400679394212979,0.631291323429632,0.4400704832554334,0.6312927846497289,0.440029061643754,0.6312333795476595,0.44003146297361906,0.631234714488925,0.44011100583600293,0.6313283735656657,0.4401136105821618,0.6313298797870335,0.44006925787941487,0.6312665745692312,0.440071711302658,0.631267946179962
680.0,0.452816,0.642836,0.434584,0.624065,0.4599074928491086,0.6638951576620226,0.45990959096095396,0.6638961950786388,0.45987821190277145,0.6638549316400288,0.4598801997974536,0.6638558849910445,0.4599787475714873,0.6639550682418923,0.4599809442796776,0.6639561674558248,0.4599450394159825,0.6639092408161911,0.4599471128657156,0.6639102453310464,0.4600129187963294,0.6639835917685689,0.46001516148228694,0.6639847204946476,0.45997708754313493,0.6639350812580458,0.45997920058137565,0.6639361100276193
690.0,0.476494,0.675999,0.453168,0.656232,0.4773380410717079,0.689130172057108,0.47733985612424346,0.689130968790639,0.47731314060173946,0.6890988556584122,0.47731486035370957,0.6890995881433016,0.4774074940501584,0.689186485552552,0.4774093985480529,0.6891873320471635,0.4773785113638257,0.6891503048693558,0.47738030895068684,0.6891510787187342,0.4774328539853886,0.6892069475343953,0.4774347913240433,0.6892078126280626,0.4774024147139788,0.6891690247072125,0.4774042407753267,0.6891698139708409
700.0,0.494765,0.699263,0.469428,0.681126,0.4922006197515359,0.7082815022233194,0.49220219767071866,0.7082821285624689,0.4921796489560016,0.7082572110975811,0.4921811441536504,0.7082577872089088,0.4922680492906218,0.7083342650828335,0.49226970846961454,0.7083349322149846,0.492243326236869,0.7083057365076285,0.49224489233185864,0.7083063466480688,0.49228482126213163,0.7083473495412825,0.49228650184544454,0.708348027523031,0.49225922731693084,0.7083178261921714,0.49226081212384454,0.7083184454117296
710.0,0.508727,0.71979,0.483263,0.700024,0.5045092405278,0.7224169524837522,0.5045106198593391,0.7224174560543495,0.5044917564988682,0.7223982130019899,0.5044930637002965,0.7223986764394208,0.5045744956458781,0.7224663715176473,0.5045759489664193,0.7224669091360036,0.5045535709022364,0.7224439250332253,0.5045549428144127,0.7224444169623667,0.5045886114282572,0.7224770178052164,0.5045900820594796,0.7224775634453223,0.5045670040429253,0.722453826052715,0.5045683911493846,0.7224543247272364
720.0,0.522046,0.736335,0.49467,0.713947,0.5143442346269466,0.7323588744475457,0.5143454474077589,0.732359288025823,0.5143298183013713,0.7323445471516581,0.514330967874398,0.7323449279915085,0.5144072252003975,0.7324052287797017,0.5144085055398478,0.7324056712786078,0.5143896594465442,0.7323876433285715,0.5143908682402917,0.7323880484389617,0.5144188022518587,0.7324137021040513,0.514420096375706,0.732414150527255,0.5144007188384417,0.7323955727121569,0.5144019397817352,0.7323959828290119
730.0,0.529396,0.742077,0.503708,0.723683,0.5218269531222242,0.7387290549219272,0.5218280258131411,0.7387294014488215,0.5218152182754144,0.7387182620748644,0.5218162352907576,0.7387185813706497,0.5218876380226583,0.7387726450990644,0.5218887725970107,0.7387730166076245,0.5218730241135607,0.738758975038285,0.5218740954901206,0.738759315354368,0.5218968108930557,0.7387791865461482,0.5218979562155769,0.738779562395408,0.5218818227112045,0.7387651353434755,0.5218829036040543,0.7387654793475901
740.0,0.541423,0.752434,0.510482,0.729832,0.5271020868309136,0.7419903165956474,0.5271030412082465,0.7419906124079724,0.5270926839471403,0.7419823816297719,0.5270935890292198,0.7419826543764921,0.5271604622694193,0.742031436739637,0.5271614735225398,0.7420317544766892,0.5271484299429168,0.7420209494932942,0.5271493850873542,0.7420212407335919,0.5271673748671644,0.7420362574806098,0.5271683942510481,0.7420365783391732,0.5271550919477185,0.7420255211224538,0.5271560543289663,0.7420258150316987
750.0,0.544899,0.757203,0.51512,0.732843,0.5303260616618187,0.7424810388694433,0.5303269156173205,0.7424812958017555,0.5303186783604423,0.7424754385261453,0.530319488449099,0.7424756755884409,0.5303821508967257,0.7425199624944219,0.5303830573034372,0.7425202389572231,0.5303723677501048,0.7425120888010192,0.5303732240942503,0.742512342375575,0.5303869507349719,0.7425232435204095,0.5303878630107056,0.7425235221460101,0.530377022910548,0.742515228100627,0.530377884513946,0.7425154835396829
760.0,0.551005,0.757118,0.517764,0.733043,0.5316599447360161,0.7404425076306433,0.5316607129670649,0.7404427343993084,0.5316543040897501,0.7404388351312191,0.5316550330964425,0.7404390445130177,0.531713789593363,0.7404794812726736,0.5317146063558194,0.7404797256817498,0.531705959729888,0.7404737766215296,0.5317067316127347,0.7404740009504027,0.5317166237838267,0.7404813757658171,0.5317174444547352,0.740481621566429,0.5317087392853296,0.7404756169117939,0.5317095147066067,0.7404758424555519
770.0,0.553225,0.751926,0.518563,0.730665,0.5312655110605555,0.7360402340386025,0.5312662056510583,0.736040437165653,0.5312613687739293,0.7360381710704015,0.5312620281334229,0.7360383587623958,0.5313171653119859,0.7360754751835865,0.5313179049482294,0.7360756944492842,0.531311026685802,0.7360715903073612,0.5313117259109319,0.7360717917025992,0.5313181779624677,0.7360761119759092,0.5313189198016783,0.7360763319974097,0.5313120606539756,0.7360722442705175,0.5313127619149498,0.7360724463431616
