wavelength_nm,frequency_thz,theta_air_raw_deg,theta_prism_deg,r0_reflectance_fraction,power_norm_std,prepump_rows,delay_min_ps,delay_max_ps
1150.0,260.68909391304345,51.0,48.99593175024939,0.21666974030627772,0.002605096160917696,11.0,-0.6,-0.4
1150.0,260.68909391304345,52.0,49.66020260140331,0.23219059186090954,0.0022148049818283243,11.0,-0.6,-0.4
1150.0,260.68909391304345,53.0,50.32367774142317,0.24716847066939843,0.002822973226983512,11.0,-0.6,-0.4
1150.0,260.68909391304345,54.0,50.98624142888759,0.25569479164404163,0.0025420106746126595,11.0,-0.6,-0.4
1150.0,260.68909391304345,55.0,51.64777709282861,0.2643633204042945,0.0032337656193201863,11.0,-0.6,-0.4
1150.0,260.68909391304345,56.0,52.30816722772388,0.27634560440660977,0.0034939163448092746,11.0,-0.6,-0.4
1150.0,260.68909391304345,57.0,52.96729328806785,0.287049035045385,0.0025963785979114824,11.0,-0.6,-0.4
1150.0,260.68909391304345,58.0,53.62503558250019,0.2928476541225139,0.002604722018760437,11.0,-0.6,-0.4
1150.0,260.68909391304345,59.0,54.28127316747721,0.29881985962635593,0.0035543427092819485,11.0,-0.6,-0.4
1150.0,260.68909391304345,60.0,54.93588374048224,0.2931063594336658,0.0024858880111878175,11.0,-0.6,-0.4
1160.0,258.441774137931,35.0,38.35222290717139,0.011918863814495962,0.0016112214593857704,11.0,-0.6,-0.4
1160.0,258.441774137931,36.0,39.01375857111241,0.011282177035270709,0.0020396535842866844,11.0,-0.6,-0.4
1160.0,258.441774137931,37.0,39.67632225857683,0.010486473141352965,0.00153100684145227,11.0,-0.6,-0.4
1160.0,258.441774137931,38.0,40.33979739859669,0.008205098892214815,0.0015306779569541759,11.0,-0.6,-0.4
1160.0,258.441774137931,39.0,41.00406824975061,0.005305805199989194,0.0017417995432266592,11.0,-0.6,-0.4
1160.0,258.441774137931,40.0,41.66901979554734,0.004087080716500559,0.002004061491921745,11.0,-0.6,-0.4
1160.0,258.441774137931,41.0,42.33453764016517,0.004120332442102115,0.00121495285047789,11.0,-0.6,-0.4
1160.0,258.441774137931,42.0,43.000507904505824,0.004494835897320877,0.001658294841093906,11.0,-0.6,-0.4
1160.0,258.441774137931,43.0,43.66681712251742,0.014960533434660271,0.0011668021825870897,11.0,-0.6,-0.4
1160.0,258.441774137931,44.0,44.33335213773696,0.06763022468321787,0.0013000781228512948,11.0,-0.6,-0.4
1160.0,258.441774137931,45.0,45.0,0.09184542939017093,0.002003470409762142,11.0,-0.6,-0.4
1160.0,258.441774137931,46.0,45.66664786226304,0.10853360265610999,0.0016696084620934576,11.0,-0.6,-0.4
1160.0,258.441774137931,47.0,46.33318287748258,0.12891441618481544,0.001776112314806081,11.0,-0.6,-0.4
1160.0,258.441774137931,48.0,46.999492095494176,0.14540438024353078,0.0011481375181793198,11.0,-0.6,-0.4
1160.0,258.441774137931,49.0,47.66546235983483,0.1604102057373977,0.001780496618412558,11.0,-0.6,-0.4
1160.0,258.441774137931,50.0,48.33098020445266,0.17647703744543697,0.0017480943438476198,11.0,-0.6,-0.4
1160.0,258.441774137931,51.0,48.99593175024939,0.19034687401667522,0.001837647770735481,11.0,-0.6,-0.4
1160.0,258.441774137931,52.0,49.66020260140331,0.20404004566905398,0.001703034673851204,11.0,-0.6,-0.4
1160.0,258.441774137931,53.0,50.32367774142317,0.21882686697035345,0.0018313258815002096,11.0,-0.6,-0.4
1160.0,258.441774137931,54.0,50.98624142888759,0.226069520523963,0.001829915970157458,11.0,-0.6,-0.4
1160.0,258.441774137931,55.0,51.64777709282861,0.23775818758331643,0.00257610805671964,11.0,-0.6,-0.4
1160.0,258.441774137931,56.0,52.30816722772388,0.24729603096107963,0.001783157710390675,11.0,-0.6,-0.4
1160.0,258.441774137931,57.0,52.96729328806785,0.25796400978277967,0.0024385808298455947,11.0,-0.6,-0.4
1160.0,258.441774137931,58.0,53.62503558250019,0.26694831003131514,0.002201889809141144,11.0,-0.6,-0.4
1160.0,258.441774137931,59.0,54.28127316747721,0.2727555593117608,0.0018910936805861108,11.0,-0.6,-0.4
1160.0,258.441774137931,60.0,54.93588374048224,0.27262095421680027,0.0022417796421485784,11.0,-0.6,-0.4
1170.0,256.2328700854701,35.0,38.35222290717139,0.016026725397696947,0.001047020088444821,11.0,-0.6,-0.4
1170.0,256.2328700854701,36.0,39.01375857111241,0.014138625107171893,0.000876734869471846,11.0,-0.6,-0.4
